"Location","Currency","Price","Property.Type","Size_Type","Size_Value","Size_Unit","Furnishing"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",716000,"Serviced Residence (Corner)","Built-up  ",1094,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",850000,"Condominium (Intermediate)","Built-up  ",1253,"sq. ft.","Partly Furnished"
"Sri Petaling, Kuala Lumpur","RM",980000,"2-sty Terrace/Link House (Intermediate)","Land area  ",22,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",1150000,"2-sty Terrace/Link House (Intermediate)","Land area  ",22,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",1523000,"Condominium (Corner)","Built-up  ",2798,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",980000,"Condominium (Corner)","Built-up  ",1658,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",1e+06,"Condominium (Corner)","Built-up  ",1711,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",810000,"Condominium (Corner)","Built-up  ",1477,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",860000,"2-sty Terrace/Link House (Intermediate)","Land area  ",22,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",438000,"Condominium","Built-up  ",1104,"sq. ft.","Unfurnished"
"Kepong, Kuala Lumpur","RM",1500000,"1-sty Terrace/Link House (Corner)","Land area  ",3840,"sq. ft.","Fully Furnished"
"Kepong, Kuala Lumpur","RM",585000,"1-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Partly Furnished"
"Segambut, Kuala Lumpur","RM",365000,"Apartment (Intermediate)","Land area  ",837,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",1580000,"Condominium","Land area  ",1295,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",2750000,"Semi-detached House","Land area  ",4000,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3300000,"Semi-detached House (Intermediate)","Land area  ",4800,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",3500000,"Semi-detached House","Land area  ",4860,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",1e+06,"Condominium","Built-up  ",1820,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",2000,"sq. ft.","Fully Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",1550000,"2-sty Terrace/Link House (Corner)","Land area  ",28,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1599000,"Condominium (Intermediate)","Built-up  ",2000,"sq. ft.","Partly Furnished"
"Taman Tun Dr Ismail, Kuala Lumpur","RM",910000,"Condominium (EndLot)","Built-up  ",1474,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",980000,"Serviced Residence (Intermediate)","Land area  ",883,"sq. ft.","Partly Furnished"
"Sungai Besi, Kuala Lumpur","RM",725000,"Condominium","Built-up  ",1393,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",520000,"Condominium","Built-up  ",1450,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",780000,"Condominium (Corner)","Built-up  ",1600,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",420000,"Condominium (Corner)","Built-up  ",966,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3300,"Condominium","Built-up  ",1280,"sq. ft.","Fully Furnished"
"Taman Desa, Kuala Lumpur","RM",6e+05,"Serviced Residence (Intermediate)","Land area  ",935,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",2200000,"Condominium (Intermediate)","Built-up  ",3287,"sq. ft.","Fully Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3300000,"Condominium (Intermediate)","Built-up  ",3691,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3816000,"Condominium (Intermediate)","Built-up  ",4240,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2686790,"Condominium (EndLot)","Built-up  ",3401,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",3658000,"Condominium (Duplex)","Built-up  ",3658,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",2380000,"Condominium (Penthouse)","Built-up  ",3650,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",3050000,"Condominium (Corner)","Built-up  ",3137,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",1e+06,"Serviced Residence (Corner)","Built-up  ",926,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1500000,"Condominium (Intermediate)","Built-up  ",1800,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7200000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",7500000,"Condominium","Built-up  ",4025,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1e+06,"Condominium (Intermediate)","Built-up  ",1270,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2300000,"Condominium (Corner)","Built-up  ",2756,"sq. ft.","Fully Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1600000,"Condominium (Intermediate)","Built-up  ",2000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",8901000,"Condominium (Corner)","Built-up  ",4945,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1790000,"Condominium","Built-up  ",2207,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",1850000,"Condominium (Corner)","Built-up  ",1679,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",1250000,"Condominium (Corner)","Built-up  ",1376,"sq. ft.","Fully Furnished"
"Damansara Heights, Kuala Lumpur","RM",1500000,"Condominium (Corner)","Built-up  ",1700,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",1100000,"Condominium","Built-up  ",1442,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",881000,"Condominium","Built-up  ",1442,"sq. ft.","Partly Furnished"
"Setapak, Kuala Lumpur","RM",475000,"Condominium","Built-up  ",753,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",480000,"Condominium (Intermediate)","Built-up  ",1042,"sq. ft.","Partly Furnished"
"KL Eco City, Kuala Lumpur","RM",1250000,"Condominium","Built-up  ",780,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",360000,"Condominium (Intermediate)","Built-up  ",1017,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",522000,"Condominium (Intermediate)","Built-up  ",785,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1100,"sq. ft.","Fully Furnished"
"Desa Petaling, Kuala Lumpur","RM",280000,"Apartment (Intermediate)","Built-up  ",826,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",960000,"2.5-sty Terrace/Link House (Intermediate)","Land area  ",1650,"sq. ft.","Partly Furnished"
"Pandan Indah, Kuala Lumpur","RM",599000,"Townhouse (Intermediate)","Land area  ",1170,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1500000,"Serviced Residence (Corner)","Built-up  ",793,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",1750000,"Condominium (Corner)","Built-up  ",2569,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",565000,"Condominium (Intermediate)","Land area  ",920,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",550000,"Condominium (Intermediate)","Land area  ",920,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",4e+06,"Semi-detached House (Intermediate)","Land area  ",3400,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",1150000,"Serviced Residence","Land area  ",1148,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",2800000,"Bungalow (Corner)","Land area  ",7000,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",635000,"Apartment","Land area  ",1476,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",530000,"Condominium","Land area  ",930,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",7e+05,"Condominium (Corner)","Built-up  ",1212,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",360000,"Apartment (Intermediate)","Built-up  ",810,"sq. ft.","Unfurnished"
"Bukit Bintang, Kuala Lumpur","RM",350000,"Apartment","Built-up  ",980,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",6e+05,"Condominium (Intermediate)","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",580000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1450000,"Condominium","Built-up  ",1368,"sq. ft.","Fully Furnished"
"Sentul, Kuala Lumpur","RM",6e+05,"Condominium (Corner)","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",690000,"Condominium (Intermediate)","Built-up  ",1100,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",350000,"Apartment (Intermediate)","Built-up  ",948,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",5e+05,"Condominium (Intermediate)","Built-up  ",1000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",910000,"Condominium (Intermediate)","Built-up  ",1320,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",620000,"Serviced Residence (Intermediate)","Built-up  ",1000,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1050000,"Condominium (Intermediate)","Built-up  ",1112,"sq. ft.","Fully Furnished"
"KL Sentral, Kuala Lumpur","RM",1250000,"Condominium (Intermediate)","Built-up  ",1118,"sq. ft.","Fully Furnished"
"Mont Kiara, Kuala Lumpur","RM",690000,"Condominium (Intermediate)","Built-up  ",1260,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",620000,"Condominium (Intermediate)","Built-up  ",953,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",560000,"Condominium (Intermediate)","Built-up  ",1120,"sq. ft.","Partly Furnished"
"Bukit Bintang, Kuala Lumpur","RM",555000,"Condominium (Intermediate)","Built-up  ",1209,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",690000,"Condominium","Built-up  ",1044,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",550000,"Condominium","Built-up  ",1100,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",1127000,"Condominium (Intermediate)","Built-up  ",1818,"sq. ft.","Fully Furnished"
"Ampang, Kuala Lumpur","RM",520000,"Condominium (Intermediate)","Built-up  ",1166,"sq. ft.","Fully Furnished"
"Pantai, Kuala Lumpur","RM",650000,"Condominium (Intermediate)","Built-up  ",1200,"sq. ft.","Partly Furnished"
"Jalan Kuching, Kuala Lumpur","RM",350000,"Apartment (Corner)","Built-up  ",903,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",930000,"Condominium","Built-up  ",1600,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",480000,"Flat (Intermediate)","Built-up  ",1008,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",7e+05,"Condominium (Intermediate)","Built-up  ",1345,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",440000,"Condominium (Intermediate)","Built-up  ",1030,"sq. ft.","Partly Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",420000,"Serviced Residence","Built-up  ",1020,"sq. ft.","Partly Furnished"
"Seputeh, Kuala Lumpur","RM",590000,"Condominium (Corner)","Built-up  ",1076,"sq. ft.","Fully Furnished"
"Bangsar South, Kuala Lumpur","RM",1630000,"Condominium (Intermediate)","Built-up  ",2068,"sq. ft.","Fully Furnished"
"Jalan Ipoh, Kuala Lumpur","RM",4e+05,"Condominium (Corner)","Built-up  ",1080,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",580000,"Condominium (Intermediate)","Built-up  ",1420,"sq. ft.","Partly Furnished"
"Ampang Hilir, Kuala Lumpur","RM",680000,"Condominium (Intermediate)","Built-up  ",1420,"sq. ft.","Fully Furnished"
"Sungai Besi, Kuala Lumpur","RM",350000,"Apartment","Built-up  ",818,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",4e+05,"Condominium (Intermediate)","Built-up  ",850,"sq. ft.","Unfurnished"
"Taman Desa, Kuala Lumpur","RM",680000,"Condominium","Built-up  ",1150,"sq. ft.","Fully Furnished"
"Kuchai Lama, Kuala Lumpur","RM",730000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Partly Furnished"
"KL City, Kuala Lumpur","RM",780000,"Serviced Residence (Intermediate)","Built-up  ",740,"sq. ft.","Fully Furnished"
"Brickfields, Kuala Lumpur","RM",630000,"Serviced Residence (Intermediate)","Built-up  ",710,"sq. ft.","Fully Furnished"
"Dutamas, Kuala Lumpur","RM",460000,"Condominium (Intermediate)","Built-up  ",850,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",280000,"Apartment (Intermediate)","Built-up  ",800,"sq. ft.","Partly Furnished"
"Dutamas, Kuala Lumpur","RM",530000,"Condominium (Intermediate)","Built-up  ",1326,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",8e+05,"Condominium","Built-up  ",1500,"sq. ft.","Fully Furnished"
"Pantai, Kuala Lumpur","RM",440000,"Condominium (Intermediate)","Built-up  ",1050,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1500000,"Condominium","Built-up  ",1859,"sq. ft.","Fully Furnished"
"Setiawangsa, Kuala Lumpur","RM",827000,"Condominium (Corner)","Built-up  ",1491,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3900000,"Semi-detached House (Intermediate)","Land area  ",2400,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",678000,"Condominium (Corner)","Built-up  ",1345,"sq. ft.","Partly Furnished"
"Taman Ibukota, Kuala Lumpur","RM",2500000,"Bungalow","Land area  ",5700,"sq. ft.","Partly Furnished"
"Sentul, Kuala Lumpur","RM",560000,"Condominium","Built-up  ",1079,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",370000,"Condominium","Built-up  ",1169,"sq. ft.","Partly Furnished"
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM",1600000,"Condominium","Built-up  ",2100,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",470000,"Condominium (Intermediate)","Built-up  ",1142,"sq. ft.","Partly Furnished"
"Pantai, Kuala Lumpur","RM",730000,"Condominium","Built-up  ",1390,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",820000,"2-sty Terrace/Link House (Intermediate)","Built-up  ",1800,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",470000,"Condominium (Intermediate)","Built-up  ",1050,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",4107800,"Serviced Residence","Built-up  ",1786,"sq. ft.","Unfurnished"
"Mont Kiara, Kuala Lumpur","RM",1100000,"Serviced Residence","Built-up  ",927,"sq. ft.","Fully Furnished"
"Setapak, Kuala Lumpur","RM",490000,"Serviced Residence (Intermediate)","Built-up  ",1040,"sq. ft.","Partly Furnished"
"Damansara Heights, Kuala Lumpur","RM",2080000,"Condominium (Corner)","Built-up  ",3188,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1450000,"Condominium (Corner)","Built-up  ",1511,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",1400000,"Condominium (Corner)","Built-up  ",1683,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",1500000,"Condominium (Corner)","Built-up  ",1511,"sq. ft.","Partly Furnished"
"Pandan Jaya, Kuala Lumpur","RM",250000,"Apartment (Corner)","Built-up  ",800,"sq. ft.","Unfurnished"
"Setapak, Kuala Lumpur","RM",591000,"Serviced Residence (Intermediate)","Built-up  ",969,"sq. ft.","Unfurnished"
"Setapak, Kuala Lumpur","RM",560800,"Serviced Residence (Intermediate)","Built-up  ",829,"sq. ft.","Partly Furnished"
"Bandar Damai Perdana, Kuala Lumpur","RM",550000,"2-sty Terrace/Link House (Intermediate)","Land area  ",1200,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",479000,"Condominium (Intermediate)","Built-up  ",1250,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",367000,"Condominium (Intermediate)","Built-up  ",943,"sq. ft.","Unfurnished"
"Bukit Jalil, Kuala Lumpur","RM",9e+05,"Serviced Residence (Intermediate)","Built-up  ",1170,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",318000,"Apartment (Corner)","Land area  ",780,"sq. ft.","Unfurnished"
"Cheras, Kuala Lumpur","RM",504600,"Condominium (Corner)","Built-up  ",1001,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",650000,"Condominium (Corner)","Built-up  ",1450,"sq. ft.","Unfurnished"
"Bukit Bintang, Kuala Lumpur","RM",1360000,"Serviced Residence","Built-up  ",1555,"sq. ft.","Fully Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",810000,"Condominium","Built-up  ",1488,"sq. ft.","Partly Furnished"
"Wangsa Maju, Kuala Lumpur","RM",465000,"Condominium","Built-up  ",1150,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",1400000,"Condominium (Intermediate)","Built-up  ",2128,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",4e+05,"Condominium","Built-up  ",1141,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",2388000,"Serviced Residence (Corner)","Built-up  ",1927,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1580000,"Serviced Residence (Corner)","Built-up  ",1131,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1690000,"Serviced Residence (Corner)","Built-up  ",1131,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",2400000,"Serviced Residence (EndLot)","Built-up  ",1732,"sq. ft.","Fully Furnished"
"City Centre, Kuala Lumpur","RM",1580000,"Serviced Residence (Corner)","Built-up  ",1131,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",2600000,"Serviced Residence (Corner)","Built-up  ",2269,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2626200,"Serviced Residence (Corner)","Built-up  ",1459,"sq. ft.","Partly Furnished"
"City Centre, Kuala Lumpur","RM",1880000,"Serviced Residence (EndLot)","Built-up  ",1388,"sq. ft.","Fully Furnished"
"Kepong, Kuala Lumpur","RM",405555,"Condominium (Corner)","Built-up  ",1027,"sq. ft.","Unfurnished"
"Kepong, Kuala Lumpur","RM",397000,"Condominium (Corner)","Built-up  ",1027,"sq. ft.","Unfurnished"
"Kuchai Lama, Kuala Lumpur","RM",520000,"Serviced Residence","Land area  ",935,"sq. ft.","Fully Furnished"
"Sri Petaling, Kuala Lumpur","RM",538000,"Serviced Residence","Built-up  ",980,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",680000,"Condominium","Built-up  ",1313,"sq. ft.","Fully Furnished"
"Cheras, Kuala Lumpur","RM",1180000,"3-sty Terrace/Link House (EndLot)","Land area  ",1400,"sq. ft.","Fully Furnished"
"Bangsar, Kuala Lumpur","RM",1550000,"Townhouse (EndLot)","Land area  ",2000,"sq. ft.","Partly Furnished"
"Sri Hartamas, Kuala Lumpur","RM",3600000,"Cluster House (Intermediate)","Land area  ",2000,"sq. ft.","Partly Furnished"
"Bangsar, Kuala Lumpur","RM",5500000,"Bungalow (Intermediate)","Land area  ",9300,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2122877,"Condominium","Built-up  ",2766,"sq. ft.","Partly Furnished"
"Kuchai Lama, Kuala Lumpur","RM",550000,"Condominium (EndLot)","Built-up  ",986,"sq. ft.","Partly Furnished"
"Salak Selatan, Kuala Lumpur","RM",1200,"Condominium (EndLot)","Built-up  ",1035,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",320000,"Apartment (Intermediate)","Built-up  ",850,"sq. ft.","Fully Furnished"
"Ampang Hilir, Kuala Lumpur","RM",5900000,"Condominium (EndLot)","Built-up  ",6576,"sq. ft.","Partly Furnished"
"Bandar Tasik Selatan, Kuala Lumpur","RM",645000,"2-sty Terrace/Link House (Intermediate)","Built-up  ",1250,"sq. ft.","Partly Furnished"
"Bukit Jalil, Kuala Lumpur","RM",550000,"Condominium","Land area  ",1206,"sq. ft.","Fully Furnished"
"KLCC, Kuala Lumpur","RM",4390000,"Serviced Residence (Intermediate)","Built-up  ",2195,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2150000,"Serviced Residence (Intermediate)","Built-up  ",1050,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",3393400,"Serviced Residence (Intermediate)","Built-up  ",1786,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",2e+06,"Condominium (Intermediate)","Built-up  ",1830,"sq. ft.","Partly Furnished"
"KLCC, Kuala Lumpur","RM",2100000,"Serviced Residence (Corner)","Built-up  ",1100,"sq. ft.","Fully Furnished"
"Bukit Jalil, Kuala Lumpur","RM",650000,"Condominium","Land area  ",1378,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",810000,"Condominium (Corner)","Built-up  ",1700,"sq. ft.","Fully Furnished"
"Jalan Kuching, Kuala Lumpur","RM",1200,"Condominium (Intermediate)","Built-up  ",1000,"sq. ft.","Partly Furnished"
"Cheras, Kuala Lumpur","RM",4e+05,"Condominium (Corner)","Built-up  ",800,"sq. ft.","Partly Furnished"
"Mont Kiara, Kuala Lumpur","RM",4022892,"Condominium","Built-up  ",5090,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",735000,"Serviced Residence","Land area  ",1158,"sq. ft.","Partly Furnished"
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM",740000,"Serviced Residence (Corner)","Land area  ",1158,"sq. ft.","Partly Furnished"
